productID,product_name,product_price,number_of_ordered_items,order_status,customer_name,location,latitude,longitude,channel_of_ordering,date
P00011,Projector,299.97,3,On Hold,Rachel Monroe,Minnesota,45.694454,-93.900192,Phone,45394
P00012,Keyboard,96.53,2,Canceled,William Delgado,Virginia,37.769337,-78.169968,Mobile App,45394
P00004,Projector,959.34,4,Canceled,Katherine Alvarado,Georgia,33.040619,-83.643074,Phone,45394
P00017,Charger,30.13,2,Delivered,Jessica Adams,Mississippi,32.741646,-89.678696,Social Media,45394
P00005,Graphics Card,585.1,4,In Process,Timothy Roach,Tennessee,35.747845,-86.692345,Social Media,45394
P00009,Smart Home Hub,357.78,3,On Hold,Tanya Ramirez,Delaware,39.318523,-75.507141,Mobile App,45394
P00003,Scanner,362.61,2,In Process,Bryan Clark,Arizona,33.729759,-111.431221,Website,45394
P00022,Charger,43.57,2,In Process,Henry Johnson,Rhode Island,41.680893,-71.51178,Physical,45394
P00018,Smartphone,1106.52,5,On Hold,Audrey King,Maryland,39.063946,-76.802101,Website,45394
P00024,Hard Disk,101.08,4,Canceled,Brian Davidson,Ohio,40.388783,-82.764915,Website,45394
P00010,USB Drive,19.97,5,Delivered,John Rhodes,Nevada,38.313515,-117.055374,Social Media,45394
P00004,Tablet,213.14,2,Canceled,Russell Vasquez,Kentucky,37.66814,-84.670067,Physical,45394
P00007,Drone,1842.18,4,Canceled,Erin Mitchell,Iowa,42.011539,-93.210526,Website,45394
P00012,Keyboard,132.87,5,Canceled,Kathy Parker,Maine,44.693947,-69.381927,Website,45394
P00003,Projector,361.69,4,Canceled,Eric Branch,New Jersey,40.298904,-74.521011,Social Media,45394
P00010,Smartphone,709.84,2,On Hold,Marco Steele,Oklahoma,35.565342,-96.928917,Mobile App,45394
P00005,Printer,375.67,2,On Hold,Billy Hamilton,Kentucky,37.66814,-84.670067,Social Media,45394
P00002,Mouse,10.11,1,In Process,Raymond Torres,Maryland,39.063946,-76.802101,Website,45394
P00015,Graphics Card,1691.3,1,In Process,Robert Riggs,Virginia,37.769337,-78.169968,Mobile App,45394
P00024,Tablet,712.74,5,In Process,Jeffrey Paul,Nebraska,41.12537,-98.268082,Mobile App,45394
P00017,USB Drive,34.43,1,In Process,Jasmine Valencia,North Carolina,35.630066,-79.806419,Phone,45394
P00019,Printer,343,5,Canceled,Julie Smith,California,36.116203,-119.681564,Website,45394
P00001,Keyboard,103.79,1,In Process,Samuel Moore,Indiana,39.849426,-86.258278,Physical,45394
P00023,VR Headset,992.34,4,In Process,Carl Henderson,New Hampshire,43.452492,-71.563896,Website,45394
P00019,Projector,432.61,1,In Process,Aimee Mcmillan,Texas,31.054487,-97.563461,Social Media,45394
P00020,Headphones,288.87,2,On Hold,Vincent Walker,Maryland,39.063946,-76.802101,Mobile App,45394
P00001,Camera,1418.43,3,In Process,Kevin Saunders,New Hampshire,43.452492,-71.563896,Physical,45394
P00016,Power Bank,79.71,3,In Process,Melody Pena,Kentucky,37.66814,-84.670067,Physical,45394
P00015,VR Headset,997.58,3,On Hold,Jean Chapman,Maine,44.693947,-69.381927,Phone,45394
P00024,Laptop,853.05,2,Canceled,Matthew Hall,Michigan,43.326618,-84.536095,Social Media,45395
P00009,VR Headset,742.09,5,Delivered,Lauren Burton,Arkansas,34.969704,-92.373123,Social Media,45395
P00019,Charger,12.64,2,Canceled,Sandra Zamora,Hawaii,21.094318,-157.498337,Mobile App,45395
P00022,Speaker,274.55,2,On Hold,Brandon Conway,Rhode Island,41.680893,-71.51178,Phone,45395
P00023,Smartphone,387.67,3,Delivered,Anne Lee,New York,42.165726,-74.948051,Mobile App,45395
P00017,Speaker,201.87,2,Delivered,Rose Cummings,New Jersey,40.298904,-74.521011,Mobile App,45395
P00011,Laptop,1727.16,1,In Process,Sara Clark,Illinois,40.349457,-88.986137,Mobile App,45395
P00018,Laptop,1208.7,1,Canceled,Sierra Owens,Utah,40.150032,-111.862434,Website,45395
P00019,USB Drive,11.91,5,In Process,Gabriel Bishop,New York,42.165726,-74.948051,Mobile App,45395
P00016,Gaming Console,778.91,1,In Process,Victoria Reynolds,Kansas,38.5266,-96.726486,Phone,45395
P00001,Gaming Console,491.64,3,Canceled,Andrew Medina,Colorado,39.059811,-105.311104,Physical,45395
P00013,Hard Disk,88.66,5,Delivered,Nicole Clark,Wyoming,42.755966,-107.30249,Phone,45395
P00006,Gaming Console,524.93,2,On Hold,Kelly Leonard,Idaho,44.240459,-114.478828,Website,45395
P00023,Keyboard,85.02,1,On Hold,Randy Flores,Delaware,39.318523,-75.507141,Social Media,45395
P00015,Mouse,37.69,4,Delivered,Bruce Jackson,Oklahoma,35.565342,-96.928917,Phone,45395
P00016,Hard Disk,166.87,3,Delivered,John Ramirez,Indiana,39.849426,-86.258278,Phone,45395
P00023,Hard Disk,92.41,1,In Process,Dr. Daniel May,South Dakota,44.299782,-99.438828,Social Media,45395
P00007,Smart TV,977.21,4,In Process,Jennifer Mcneil,Maine,44.693947,-69.381927,Mobile App,45395
P00004,Drone,1568.27,4,Delivered,Katelyn Nichols,Missouri,38.456085,-92.288368,Website,45395
P00001,Mouse,18.1,5,On Hold,Cindy Flores,Illinois,40.349457,-88.986137,Mobile App,45395
P00012,Router,219.29,5,Canceled,Jonathan Arias,New Hampshire,43.452492,-71.563896,Social Media,45395
P00011,Charger,15.7,3,Delivered,Samuel Harrington,Colorado,39.059811,-105.311104,Phone,45395
P00009,Smart TV,370.31,5,On Hold,Brandon Wilson,Utah,40.150032,-111.862434,Social Media,45395
P00001,Power Bank,32.89,3,In Process,Megan Mills,New Hampshire,43.452492,-71.563896,Mobile App,45395
P00002,Laptop,569.26,3,On Hold,Roy Sims,Maryland,39.063946,-76.802101,Social Media,45396
P00004,Printer,157.73,4,Delivered,Renee Walters,Nebraska,41.12537,-98.268082,Phone,45396
P00013,VR Headset,341.52,2,Delivered,Tracy Thompson,Illinois,40.349457,-88.986137,Social Media,45396
P00011,Router,148.25,2,In Process,Stephen Gonzalez,Arkansas,34.969704,-92.373123,Social Media,45396
P00010,Charger,40.65,4,Delivered,Cindy Morris,Ohio,40.388783,-82.764915,Phone,45396
P00002,Laptop,1187.6,1,On Hold,Amanda Gill,New Jersey,40.298904,-74.521011,Mobile App,45396
P00004,USB Drive,41.33,1,In Process,Julie Lang,Montana,46.921925,-110.454353,Phone,45396
P00002,Monitor,293.42,4,Delivered,William Walton,Montana,46.921925,-110.454353,Physical,45396
P00003,Graphics Card,605.97,3,Delivered,Denise Turner,Idaho,44.240459,-114.478828,Website,45396
P00012,Laptop,1755.48,1,Delivered,Robert Franklin,Hawaii,21.094318,-157.498337,Physical,45396
P00020,Headphones,86.13,2,On Hold,Jessica Carroll MD,Illinois,40.349457,-88.986137,Website,45396
P00015,VR Headset,696.89,3,Delivered,Alicia Leach,Illinois,40.349457,-88.986137,Mobile App,45396
P00018,Scanner,286.27,2,On Hold,Krystal Chapman,Utah,40.150032,-111.862434,Mobile App,45396
P00020,Graphics Card,966.62,5,On Hold,Ricky Mann,Wisconsin,44.268543,-89.616508,Social Media,45396
P00010,USB Drive,39.18,4,On Hold,Derrick Goodwin,West Virginia,38.491226,-80.954456,Website,45396
P00002,Keyboard,21.45,3,In Process,Jennifer Baldwin,West Virginia,38.491226,-80.954456,Phone,45396
P00013,Smartphone,603.15,5,Canceled,Shelly Ross,Louisiana,31.169546,-91.867805,Mobile App,45396
P00003,Projector,702.15,5,On Hold,Michele Rivera,Mississippi,32.741646,-89.678696,Website,45396
P00023,Speaker,112.65,4,In Process,Sandra Burns,Arkansas,34.969704,-92.373123,Phone,45396
P00008,Tablet,308.22,2,In Process,Eric Turner,Colorado,39.059811,-105.311104,Physical,45396
P00001,Graphics Card,807.96,2,In Process,Laura Collier,Arkansas,34.969704,-92.373123,Phone,45396
P00022,Monitor,504.82,1,On Hold,Diane Kim,Arizona,33.729759,-111.431221,Mobile App,45396
P00008,Smartwatch,461.94,2,In Process,David Washington,Alabama,32.806671,-86.79113,Social Media,45396
P00017,Camera,932.36,2,Delivered,Bruce Sosa,Idaho,44.240459,-114.478828,Physical,45396
P00020,Camera,2031.63,5,On Hold,Cynthia Arias,Mississippi,32.741646,-89.678696,Phone,45397
P00021,Hard Disk,87.19,1,Delivered,Brenda Hill,Maine,44.693947,-69.381927,Physical,45397
P00006,Router,247.14,1,Canceled,Amy Schmidt,Kentucky,37.66814,-84.670067,Website,45397
P00018,Laptop,1211.15,5,Delivered,Nancy Williams,Pennsylvania,40.590752,-77.209755,Mobile App,45397
P00010,Mouse,42.04,2,Delivered,Leah Smith,Nevada,38.313515,-117.055374,Physical,45397
P00012,Smartwatch,360.95,2,Canceled,Mikayla Mcdonald,Indiana,39.849426,-86.258278,Website,45397
P00024,Mouse,38.56,5,In Process,Joseph Kirk,Minnesota,45.694454,-93.900192,Social Media,45397
P00007,Camera,529.77,5,In Process,Christopher Shaw,Idaho,44.240459,-114.478828,Physical,45397
P00003,Printer,232.9,5,On Hold,Eric Rodriguez,Hawaii,21.094318,-157.498337,Social Media,45397
P00011,Camera,2791.01,2,Delivered,Michael Myers,Virginia,37.769337,-78.169968,Mobile App,45397
P00021,Smartphone,510.97,3,In Process,Kelly Morrison,South Carolina,33.856892,-80.945007,Website,45397
P00011,Projector,852.6,5,In Process,Raymond Campbell,New York,42.165726,-74.948051,Social Media,45397
P00008,Keyboard,68.93,3,On Hold,William Meza,Oklahoma,35.565342,-96.928917,Website,45397
P00017,Smart TV,450.21,1,In Process,Julie Morgan,Alaska,61.370716,-152.404419,Mobile App,45397
P00010,Mouse,18.5,5,On Hold,Daniel Macias,Massachusetts,42.230171,-71.530106,Physical,45398
P00019,Monitor,629.83,1,On Hold,Patricia Rosales,Arkansas,34.969704,-92.373123,Physical,45398
P00010,Speaker,234.87,4,In Process,Stacy Garcia,Wisconsin,44.268543,-89.616508,Social Media,45398
P00009,Smartphone,1017.82,2,Canceled,Ryan Nelson,Wyoming,42.755966,-107.30249,Phone,45398
P00019,Laptop,1525.29,2,On Hold,Joseph Smith,Louisiana,31.169546,-91.867805,Physical,45398
P00011,Charger,26.23,2,Canceled,Renee Johnson,New Hampshire,43.452492,-71.563896,Social Media,45398
P00006,Hard Disk,86.93,1,On Hold,Alexander Jackson,New Mexico,34.840515,-106.248482,Phone,45398
P00007,Camera,1717.87,3,On Hold,Sara Patel,Texas,31.054487,-97.563461,Physical,45398
P00024,Scanner,399.17,3,In Process,Cynthia Mcdaniel,Hawaii,21.094318,-157.498337,Phone,45398
P00004,Smartwatch,413.95,2,Canceled,Kelli Kelley,Idaho,44.240459,-114.478828,Physical,45398
P00014,Smart Home Hub,246.7,1,Delivered,Taylor Garcia,Mississippi,32.741646,-89.678696,Website,45398
P00015,Power Bank,86.02,1,On Hold,Roberto Young,Hawaii,21.094318,-157.498337,Phone,45398
P00017,Graphics Card,457.31,4,On Hold,Jeremy Williams,New Hampshire,43.452492,-71.563896,Physical,45398
P00005,Smart Home Hub,406.36,3,Canceled,Bryan Holt,Virginia,37.769337,-78.169968,Phone,45398
P00009,Printer,104.37,2,Canceled,Nicolas White,South Dakota,44.299782,-99.438828,Physical,45398
P00020,Headphones,77.22,4,In Process,Jeffrey Kim,Kentucky,37.66814,-84.670067,Social Media,45398
P00024,USB Drive,42.01,2,Canceled,Tammy Hill,California,36.116203,-119.681564,Social Media,45398
P00012,Charger,29.38,5,Canceled,David Sparks,Nebraska,41.12537,-98.268082,Phone,45398
P00020,USB Drive,25.6,3,Canceled,Jonathan Valdez,Rhode Island,41.680893,-71.51178,Mobile App,45398
P00023,Power Bank,80.64,5,Canceled,Michael Townsend,Wisconsin,44.268543,-89.616508,Phone,45398
P00022,Keyboard,105.51,5,Delivered,Charlotte Smith,Idaho,44.240459,-114.478828,Phone,45398
P00008,Monitor,286.37,5,In Process,Kristin Diaz,Mississippi,32.741646,-89.678696,Mobile App,45398
P00018,Monitor,763.6,1,On Hold,Nicholas Marsh,Tennessee,35.747845,-86.692345,Physical,45398
P00016,Power Bank,79.05,5,On Hold,Janet Hammond,Tennessee,35.747845,-86.692345,Website,45398
P00009,Smartwatch,102.43,1,In Process,Kevin Reyes,Vermont,44.045876,-72.710686,Website,45398
P00009,Tablet,707.05,1,Canceled,Nancy Mccarthy,Alaska,61.370716,-152.404419,Website,45398
P00010,Charger,24.41,1,Canceled,Amber Noble,Rhode Island,41.680893,-71.51178,Social Media,45398
P00014,Mouse,52.4,2,In Process,Kristi Powers,Wisconsin,44.268543,-89.616508,Website,45398
P00001,Drone,2242.58,3,Delivered,Oscar Moore,Virginia,37.769337,-78.169968,Mobile App,45398
P00007,Hard Disk,127.8,5,On Hold,Brian Thomas,Idaho,44.240459,-114.478828,Mobile App,45398
P00008,Projector,571.69,1,Delivered,Christopher Palmer,Kentucky,37.66814,-84.670067,Mobile App,45398
P00023,Hard Disk,139.2,2,Canceled,Matthew Pham,Utah,40.150032,-111.862434,Physical,45398
P00019,Drone,1694.23,3,Delivered,Julie White,Florida,27.766279,-81.686783,Website,45399
P00005,Graphics Card,1238.11,2,On Hold,Martin Holt,Wyoming,42.755966,-107.30249,Social Media,45399
P00017,Laptop,1610.7,5,Delivered,Sarah Baker,Idaho,44.240459,-114.478828,Website,45399
P00003,Scanner,100.02,5,Canceled,Brandon Martinez,Oregon,44.572021,-122.070938,Website,45399
P00020,Power Bank,54.17,4,On Hold,Veronica Larson,Wyoming,42.755966,-107.30249,Social Media,45399
P00004,Smartphone,1118.55,3,Delivered,Jessica Hernandez,Kentucky,37.66814,-84.670067,Mobile App,45399
P00012,Smartwatch,319.72,5,Delivered,Casey Hernandez,Alabama,32.806671,-86.79113,Mobile App,45399
P00018,Router,84.58,4,Delivered,Jennifer Wagner,Idaho,44.240459,-114.478828,Social Media,45399
P00002,USB Drive,10.12,3,Canceled,Hannah Rodriguez,Ohio,40.388783,-82.764915,Phone,45399
P00023,Power Bank,88.5,2,On Hold,Dana Montes,Connecticut,41.597782,-72.755371,Physical,45399
P00019,Hard Disk,113.52,3,Delivered,Bryan Perry,Delaware,39.318523,-75.507141,Website,45399
P00014,Speaker,211.84,3,Delivered,Nathan Moore,Delaware,39.318523,-75.507141,Physical,45399
P00010,Tablet,246.46,3,In Process,Tyler Bautista,Maine,44.693947,-69.381927,Phone,45399
P00012,Gaming Console,722.81,2,On Hold,Mark Phillips,Illinois,40.349457,-88.986137,Phone,45399
P00018,Charger,14.5,5,In Process,Troy Sutton,Idaho,44.240459,-114.478828,Mobile App,45399
P00020,Keyboard,67.88,5,In Process,Joseph Buchanan II,Massachusetts,42.230171,-71.530106,Website,45399
P00003,Monitor,630.34,4,On Hold,Angela Long,Kansas,38.5266,-96.726486,Physical,45399
P00021,Charger,40.76,1,Delivered,Savannah Johnson,Mississippi,32.741646,-89.678696,Mobile App,45399
P00008,USB Drive,12.94,5,On Hold,Cathy Myers,Kentucky,37.66814,-84.670067,Physical,45399
P00016,Projector,804.01,3,Canceled,Corey Le,Arkansas,34.969704,-92.373123,Website,45399
P00008,Hard Disk,90.17,4,In Process,Michelle Davis,Maine,44.693947,-69.381927,Mobile App,45399
P00018,Tablet,341.67,1,On Hold,David Davis,Delaware,39.318523,-75.507141,Physical,45399
P00016,Tablet,725.38,1,In Process,Ashley Ryan,Connecticut,41.597782,-72.755371,Social Media,45399
P00013,Smart TV,1196.99,3,Delivered,Joseph Taylor,Massachusetts,42.230171,-71.530106,Mobile App,45399
P00013,Drone,2298.75,1,Canceled,Jennifer Lewis,Wyoming,42.755966,-107.30249,Social Media,45400
P00002,Power Bank,37.54,3,In Process,Cathy Carr,Washington,47.400902,-121.490494,Social Media,45400
P00011,Drone,1956.59,1,In Process,Caitlin Miller,Hawaii,21.094318,-157.498337,Social Media,45400
P00001,VR Headset,638.25,5,On Hold,Erin Fuller,Wyoming,42.755966,-107.30249,Mobile App,45400
P00019,Smartphone,1010.55,3,Delivered,Robert Scott,Virginia,37.769337,-78.169968,Phone,45400
P00021,Smart TV,561.87,5,Canceled,Brian Lewis,Alaska,61.370716,-152.404419,Mobile App,45400
P00013,Smart Home Hub,383.75,1,In Process,Renee Rose,Utah,40.150032,-111.862434,Mobile App,45400
P00012,Smart Home Hub,336.62,4,On Hold,John Green,New York,42.165726,-74.948051,Website,45400
P00005,Smartphone,429.9,3,On Hold,Sherri Nelson,Missouri,38.456085,-92.288368,Social Media,45400
P00006,Charger,17.7,3,On Hold,Sean Moreno,Arkansas,34.969704,-92.373123,Website,45400
P00008,Smart Home Hub,272.2,4,In Process,Todd Lee,Colorado,39.059811,-105.311104,Phone,45400
P00016,Speaker,324.27,1,In Process,Ashley Smith,Vermont,44.045876,-72.710686,Physical,45400
P00010,Smartwatch,449.8,4,In Process,Karen Everett,New Mexico,34.840515,-106.248482,Phone,45400
P00003,Hard Disk,73.11,4,On Hold,Robert Burke,Connecticut,41.597782,-72.755371,Website,45400
P00021,USB Drive,47.66,2,On Hold,Rachel Mcfarland,New Mexico,34.840515,-106.248482,Website,45400
P00009,Laptop,813.56,4,In Process,Lydia Rogers,Massachusetts,42.230171,-71.530106,Website,45400
P00005,Headphones,208.65,3,Canceled,Julie Hatfield,Michigan,43.326618,-84.536095,Phone,45400
P00008,Headphones,201.79,4,Canceled,Meredith Abbott,Texas,31.054487,-97.563461,Physical,45400
P00001,Power Bank,70.94,4,On Hold,Shane Rodriguez,New Hampshire,43.452492,-71.563896,Website,45400
P00012,Monitor,460.85,5,Delivered,Jordan Jackson,Wyoming,42.755966,-107.30249,Social Media,45400
P00006,Graphics Card,1174.32,3,On Hold,Heather Hall,California,36.116203,-119.681564,Website,45400
P00008,Headphones,209.93,2,On Hold,David Padilla,Montana,46.921925,-110.454353,Mobile App,45400
P00020,Charger,44.34,4,On Hold,Taylor Mclaughlin,Illinois,40.349457,-88.986137,Social Media,45400
P00008,Smartphone,913.98,4,Canceled,Michelle Houston,Nebraska,41.12537,-98.268082,Physical,45400
P00016,Gaming Console,539.98,1,On Hold,Mrs. Amanda Robinson MD,Rhode Island,41.680893,-71.51178,Website,45400
P00024,Laptop,913.34,5,Canceled,Gloria Thomas,South Carolina,33.856892,-80.945007,Phone,45400
P00022,Smartwatch,219.89,1,Delivered,Mr. Mark Elliott,New Jersey,40.298904,-74.521011,Physical,45400
P00020,Monitor,518.13,5,Canceled,Joseph Brewer,Rhode Island,41.680893,-71.51178,Phone,45400
P00024,Graphics Card,1049.07,5,On Hold,Matthew Kline,Wyoming,42.755966,-107.30249,Mobile App,45400
P00021,Laptop,884.01,3,On Hold,Laura Ayers,Vermont,44.045876,-72.710686,Phone,45400
P00003,Graphics Card,1541.08,5,Canceled,Cassandra Clarke,Alabama,32.806671,-86.79113,Mobile App,45400
P00020,Graphics Card,1486.63,1,Canceled,Paige Hensley,Michigan,43.326618,-84.536095,Mobile App,45400
P00021,Laptop,1414.86,3,On Hold,Todd Reynolds,Oklahoma,35.565342,-96.928917,Social Media,45401
P00015,Tablet,663.76,2,On Hold,Laura Morris,Nebraska,41.12537,-98.268082,Website,45401
P00006,Hard Disk,157.05,5,Canceled,Theresa Martinez,Ohio,40.388783,-82.764915,Social Media,45401
P00016,Mouse,75.33,4,Canceled,Andrew Henry,Nebraska,41.12537,-98.268082,Physical,45401
P00015,Monitor,878.09,4,On Hold,Linda Garcia,Vermont,44.045876,-72.710686,Phone,45401
P00018,USB Drive,34.63,4,Delivered,Kimberly Hughes,Oklahoma,35.565342,-96.928917,Social Media,45401
P00013,VR Headset,605.69,5,Canceled,Elizabeth Johnson,Connecticut,41.597782,-72.755371,Social Media,45401
P00006,Hard Disk,87.17,5,Delivered,Sean Anderson,Oklahoma,35.565342,-96.928917,Website,45401
P00023,VR Headset,736.98,5,In Process,Heather Campbell,Idaho,44.240459,-114.478828,Website,45401
P00007,Keyboard,57.91,2,On Hold,Nicole Robbins,Michigan,43.326618,-84.536095,Mobile App,45401
P00008,Keyboard,40.12,1,Canceled,Nicholas Johnson,Pennsylvania,40.590752,-77.209755,Social Media,45401
P00005,Graphics Card,642,5,Delivered,Felicia Young,Oregon,44.572021,-122.070938,Physical,45401
P00009,Headphones,114.67,3,Canceled,Mr. Timothy Liu,New Mexico,34.840515,-106.248482,Mobile App,45401
P00021,Monitor,717.68,3,Delivered,Teresa Decker,Maryland,39.063946,-76.802101,Website,45401
P00009,Projector,985.24,1,Canceled,Russell Simmons,Arizona,33.729759,-111.431221,Mobile App,45401
P00021,Graphics Card,1354.98,1,Delivered,Michael Peterson,Michigan,43.326618,-84.536095,Website,45401
P00021,Tablet,272.41,5,On Hold,Rachael Washington,Texas,31.054487,-97.563461,Phone,45401
P00004,Smart TV,1136.41,2,Canceled,Ashley Bernard,Ohio,40.388783,-82.764915,Mobile App,45401
P00015,Smart Home Hub,158.25,2,Delivered,Katherine Terry,Nebraska,41.12537,-98.268082,Physical,45401
P00010,Headphones,228.6,1,Delivered,Antonio White,Utah,40.150032,-111.862434,Physical,45401
P00018,Hard Disk,76.82,3,On Hold,Kathy Orozco,Indiana,39.849426,-86.258278,Mobile App,45401
P00020,Graphics Card,1496.37,4,On Hold,Dawn Parker,Missouri,38.456085,-92.288368,Phone,45401
P00017,USB Drive,38.4,2,In Process,Joseph Brown,Arkansas,34.969704,-92.373123,Website,45401
P00008,USB Drive,18.97,2,Delivered,Deborah Smith,Louisiana,31.169546,-91.867805,Mobile App,45401
P00018,Laptop,1103.31,1,On Hold,Leah Valdez,West Virginia,38.491226,-80.954456,Physical,45401
P00018,Laptop,1163.28,3,In Process,Rebecca Johnson,Maryland,39.063946,-76.802101,Mobile App,45401
P00008,Speaker,433.45,5,In Process,Joshua Jenkins,Illinois,40.349457,-88.986137,Social Media,45401
P00002,Power Bank,57.13,5,Canceled,Terry Williams,Mississippi,32.741646,-89.678696,Physical,45401
P00015,Speaker,195.76,4,Canceled,Michael Petersen,Utah,40.150032,-111.862434,Website,45401
P00023,Drone,2620.56,3,In Process,Melanie Martinez,New Mexico,34.840515,-106.248482,Website,45401
P00013,Smartwatch,296.74,3,On Hold,Jimmy Guerra,Maine,44.693947,-69.381927,Physical,45401
P00011,VR Headset,823.63,4,In Process,Jennifer Jones,Alaska,61.370716,-152.404419,Physical,45402
P00012,Camera,1855.36,5,In Process,James Armstrong,Mississippi,32.741646,-89.678696,Website,45402
P00024,Power Bank,71.78,4,Delivered,Christopher Cole,New York,42.165726,-74.948051,Social Media,45402
P00017,Mouse,37.62,3,On Hold,Mr. Kevin Smith,Colorado,39.059811,-105.311104,Website,45402
P00020,Scanner,169.75,1,In Process,Amanda Schroeder,South Carolina,33.856892,-80.945007,Website,45402
P00011,Tablet,692.07,3,Delivered,Jeremy Smith,South Carolina,33.856892,-80.945007,Social Media,45402
P00020,USB Drive,7.92,1,In Process,Kimberly Adams,Missouri,38.456085,-92.288368,Physical,45402
P00004,Monitor,211.66,5,Delivered,Jacob Collier,Missouri,38.456085,-92.288368,Mobile App,45402
P00002,Charger,18.98,3,In Process,Ian Smith,Nebraska,41.12537,-98.268082,Physical,45402
P00006,Speaker,268.37,5,Canceled,Jo Jones,Nebraska,41.12537,-98.268082,Social Media,45402
P00024,Monitor,397.75,5,Canceled,Jacob Morton,Mississippi,32.741646,-89.678696,Mobile App,45402
P00018,Headphones,93.39,4,On Hold,Erin Martin,Wisconsin,44.268543,-89.616508,Mobile App,45402
P00003,Gaming Console,757.58,2,On Hold,Christopher Olson,Oklahoma,35.565342,-96.928917,Phone,45402
P00008,Projector,773.84,4,On Hold,Keith White,North Dakota,47.528912,-99.784012,Website,45402
P00004,Tablet,588.28,4,Delivered,Kathryn Roberts,Delaware,39.318523,-75.507141,Website,45402
P00021,Smartphone,570.6,3,Delivered,Christopher Gill,West Virginia,38.491226,-80.954456,Phone,45402
P00010,VR Headset,995.86,1,Delivered,Danielle Ortiz,Mississippi,32.741646,-89.678696,Website,45402
P00024,Drone,2283.8,3,Canceled,Jessica Obrien,Florida,27.766279,-81.686783,Website,45402
P00023,Tablet,271.36,5,Delivered,Mr. Zachary Torres,Delaware,39.318523,-75.507141,Mobile App,45402
P00008,Printer,167.42,3,Canceled,Joshua Ali,Alaska,61.370716,-152.404419,Website,45402
P00001,Mouse,21.92,3,On Hold,Nicole Steele,New Hampshire,43.452492,-71.563896,Mobile App,45402
P00016,Laptop,793.4,5,On Hold,Lisa West,Vermont,44.045876,-72.710686,Mobile App,45402
P00020,Graphics Card,525.7,4,On Hold,Amy Vazquez,New Mexico,34.840515,-106.248482,Physical,45402
P00018,Smart Home Hub,472.08,2,In Process,Whitney Smith,Vermont,44.045876,-72.710686,Phone,45402
P00016,VR Headset,752.83,4,In Process,Alicia Patterson,Kentucky,37.66814,-84.670067,Physical,45403
P00021,Mouse,17.17,2,Canceled,Patricia Curtis,Wyoming,42.755966,-107.30249,Social Media,45403
P00002,Smart Home Hub,149.4,5,In Process,Melissa Randall,Georgia,33.040619,-83.643074,Social Media,45403
P00005,Drone,1972.14,3,Canceled,Evelyn Young,Arizona,33.729759,-111.431221,Physical,45403
P00001,Tablet,460.52,5,In Process,Roger White,Texas,31.054487,-97.563461,Website,45403
P00012,Smartphone,1025.2,5,In Process,Jennifer Castillo,New Hampshire,43.452492,-71.563896,Social Media,45403
P00020,Smart Home Hub,352.91,3,Canceled,Andrew Bartlett,Hawaii,21.094318,-157.498337,Website,45403
P00015,Smartphone,409.23,3,In Process,Heather Weaver,New Mexico,34.840515,-106.248482,Phone,45403
P00007,VR Headset,356.7,4,On Hold,Gregory Arroyo Jr.,Colorado,39.059811,-105.311104,Physical,45403
P00006,Router,178.51,3,On Hold,Daniel Gardner,Rhode Island,41.680893,-71.51178,Mobile App,45403
P00017,Printer,152.41,5,Canceled,Jennifer Reese,Florida,27.766279,-81.686783,Phone,45403
P00016,Monitor,883.02,1,Delivered,Shannon Best,Connecticut,41.597782,-72.755371,Social Media,45403
P00013,Camera,1467.14,1,In Process,Heather Murphy,California,36.116203,-119.681564,Website,45403
P00007,Router,97.53,1,Canceled,Teresa Bowman,Delaware,39.318523,-75.507141,Website,45403
P00021,Graphics Card,1199.3,2,Delivered,John Ruiz,Maine,44.693947,-69.381927,Mobile App,45403
P00021,Camera,2923.31,5,Canceled,Shane Lee,Idaho,44.240459,-114.478828,Physical,45403
P00020,Scanner,301,1,Canceled,Melissa Mcclure,North Dakota,47.528912,-99.784012,Social Media,45403
P00011,Laptop,1698.2,1,On Hold,Joyce Grimes,Alabama,32.806671,-86.79113,Website,45403
P00024,Graphics Card,421.51,5,Delivered,Jordan Ballard,Maryland,39.063946,-76.802101,Phone,45403
P00015,Power Bank,94.08,4,In Process,Mario Conway,Vermont,44.045876,-72.710686,Phone,45403
P00023,Smart TV,1324.25,2,In Process,William Garcia,Oklahoma,35.565342,-96.928917,Website,45403
P00019,Monitor,605.16,3,Canceled,Laura Bradford,New York,42.165726,-74.948051,Phone,45403
P00008,Camera,2274.17,3,Canceled,Kelsey Miller,New Mexico,34.840515,-106.248482,Phone,45403
P00009,Smart TV,1983.35,4,On Hold,Robert Harris,Pennsylvania,40.590752,-77.209755,Mobile App,45404
P00013,Power Bank,95.08,2,Canceled,Jamie Smith,Hawaii,21.094318,-157.498337,Phone,45404
P00024,Camera,2095.43,5,In Process,Kimberly Howell,Utah,40.150032,-111.862434,Website,45404
P00008,Camera,1561.4,4,Delivered,Gina Smith,Delaware,39.318523,-75.507141,Phone,45404
P00011,Headphones,278.19,2,Delivered,Heather Mullins,New Hampshire,43.452492,-71.563896,Website,45404
P00023,Charger,42.27,3,On Hold,Derek Stewart,West Virginia,38.491226,-80.954456,Website,45404
P00005,Monitor,833.33,4,In Process,Caroline Simmons,Iowa,42.011539,-93.210526,Mobile App,45404
